n,k,graph_path,tree_path,bf_flag,cc_flag,time_bf,time_cc
100,3,data/watts_strogatz_100_10_0.1_123.edgelist,data/tree_3_123.edgelist,True,True,0.0008599758148193359,0.010074138641357422
100,4,data/watts_strogatz_100_10_0.1_123.edgelist,data/tree_4_123.edgelist,True,True,0.0004508495330810547,0.001850128173828125
100,5,data/watts_strogatz_100_10_0.1_123.edgelist,data/tree_5_123.edgelist,True,True,0.0005877017974853516,0.0051670074462890625
100,6,data/watts_strogatz_100_10_0.1_123.edgelist,data/tree_6_123.edgelist,True,True,0.0006880760192871094,0.03587603569030762
100,7,data/watts_strogatz_100_10_0.1_123.edgelist,data/tree_7_123.edgelist,True,True,0.0009250640869140625,0.07939887046813965
100,8,data/watts_strogatz_100_10_0.1_123.edgelist,data/tree_8_123.edgelist,True,True,0.008251190185546875,0.3681061267852783
100,9,data/watts_strogatz_100_10_0.1_123.edgelist,data/tree_9_123.edgelist,True,True,0.08521485328674316,1.0328850746154785
100,3,data/watts_strogatz_100_10_0.1_420.edgelist,data/tree_3_420.edgelist,True,True,0.0004100799560546875,0.00033402442932128906
100,4,data/watts_strogatz_100_10_0.1_420.edgelist,data/tree_4_420.edgelist,True,True,0.00040602684020996094,0.0015971660614013672
100,5,data/watts_strogatz_100_10_0.1_420.edgelist,data/tree_5_420.edgelist,True,True,0.00037097930908203125,0.0006749629974365234
100,6,data/watts_strogatz_100_10_0.1_420.edgelist,data/tree_6_420.edgelist,True,True,0.0008389949798583984,0.0023431777954101562
100,7,data/watts_strogatz_100_10_0.1_420.edgelist,data/tree_7_420.edgelist,True,True,0.0010671615600585938,0.08515501022338867
100,8,data/watts_strogatz_100_10_0.1_420.edgelist,data/tree_8_420.edgelist,True,True,0.0018780231475830078,0.18707919120788574
100,9,data/watts_strogatz_100_10_0.1_420.edgelist,data/tree_9_420.edgelist,True,True,0.005812168121337891,3.3335459232330322
100,3,data/watts_strogatz_100_10_0.1_7137.edgelist,data/tree_3_7137.edgelist,True,True,0.0004730224609375,0.0003941059112548828
100,4,data/watts_strogatz_100_10_0.1_7137.edgelist,data/tree_4_7137.edgelist,True,True,0.0004017353057861328,0.000553131103515625
100,5,data/watts_strogatz_100_10_0.1_7137.edgelist,data/tree_5_7137.edgelist,True,True,0.0003871917724609375,0.0009417533874511719
100,6,data/watts_strogatz_100_10_0.1_7137.edgelist,data/tree_6_7137.edgelist,True,True,0.0006058216094970703,0.012592077255249023
100,7,data/watts_strogatz_100_10_0.1_7137.edgelist,data/tree_7_7137.edgelist,True,True,0.0006921291351318359,0.0635828971862793
100,8,data/watts_strogatz_100_10_0.1_7137.edgelist,data/tree_8_7137.edgelist,True,True,0.0006759166717529297,0.1327040195465088
100,9,data/watts_strogatz_100_10_0.1_7137.edgelist,data/tree_9_7137.edgelist,True,True,0.0008261203765869141,1.6570558547973633
100,3,data/watts_strogatz_100_10_0.1_2108.edgelist,data/tree_3_2108.edgelist,True,True,0.0004858970642089844,0.0003509521484375
100,4,data/watts_strogatz_100_10_0.1_2108.edgelist,data/tree_4_2108.edgelist,True,True,0.0003788471221923828,0.0014181137084960938
100,5,data/watts_strogatz_100_10_0.1_2108.edgelist,data/tree_5_2108.edgelist,True,True,0.000392913818359375,0.0011019706726074219
100,6,data/watts_strogatz_100_10_0.1_2108.edgelist,data/tree_6_2108.edgelist,True,True,0.0005068778991699219,0.0060579776763916016
100,7,data/watts_strogatz_100_10_0.1_2108.edgelist,data/tree_7_2108.edgelist,True,True,0.0007200241088867188,0.06572413444519043
100,8,data/watts_strogatz_100_10_0.1_2108.edgelist,data/tree_8_2108.edgelist,True,True,0.0008478164672851562,0.13277006149291992
100,9,data/watts_strogatz_100_10_0.1_2108.edgelist,data/tree_9_2108.edgelist,True,True,0.000720977783203125,1.284895896911621
100,3,data/watts_strogatz_100_10_0.1_1111.edgelist,data/tree_3_1111.edgelist,True,True,0.0004112720489501953,0.0003268718719482422
100,4,data/watts_strogatz_100_10_0.1_1111.edgelist,data/tree_4_1111.edgelist,True,True,0.0003647804260253906,0.000843048095703125
100,5,data/watts_strogatz_100_10_0.1_1111.edgelist,data/tree_5_1111.edgelist,True,True,0.0003788471221923828,0.0034711360931396484
100,6,data/watts_strogatz_100_10_0.1_1111.edgelist,data/tree_6_1111.edgelist,True,True,0.0004870891571044922,0.004673004150390625
100,7,data/watts_strogatz_100_10_0.1_1111.edgelist,data/tree_7_1111.edgelist,True,True,0.0006530284881591797,0.04166293144226074
100,8,data/watts_strogatz_100_10_0.1_1111.edgelist,data/tree_8_1111.edgelist,True,True,0.0008440017700195312,0.14656472206115723
100,9,data/watts_strogatz_100_10_0.1_1111.edgelist,data/tree_9_1111.edgelist,True,True,0.0011210441589355469,0.6081609725952148
